,Item Number,Price,Price Effective Date,Price End Date
768,1768,70982.0,2023-01-01,
769,1769,22557.0,2023-01-01,
770,1770,24630.0,2023-01-01,
771,1771,47491.0,2023-01-01,
772,1772,48096.0,2023-01-01,
773,1773,40673.0,2023-01-01,
774,1774,59049.0,2023-01-01,
775,1775,25329.0,2023-01-01,
776,1776,102.0,2023-01-01,
777,1777,20925.0,2023-01-01,
778,1778,43281.0,2023-01-01,
779,1779,73378.0,2023-01-01,
780,1780,41445.0,2023-01-01,
781,1781,59965.0,2023-01-01,
782,1782,13973.0,2023-01-01,
783,1783,22532.0,2023-01-01,
784,1784,54864.0,2023-01-01,
785,1785,30390.0,2023-01-01,
786,1786,22650.0,2023-01-01,
787,1787,73491.0,2023-01-01,
788,1788,72607.0,2023-01-01,
789,1789,9888.0,2023-01-01,
790,1790,20683.0,2023-01-01,
791,1791,6335.0,2023-01-01,
792,1792,69099.0,2023-01-01,
793,1793,63687.0,2023-01-01,
794,1794,47640.0,2023-01-01,
795,1795,69551.0,2023-01-01,
796,1796,23178.0,2023-01-01,
797,1797,55881.0,2023-01-01,
798,1798,19131.0,2023-01-01,
799,1799,51120.0,2023-01-01,
800,1800,45518.0,2023-01-01,
801,1801,74928.0,2023-01-01,
802,1802,42040.0,2023-01-01,
803,1803,45049.0,2023-01-01,
804,1804,27117.0,2023-01-01,
805,1805,20903.0,2023-01-01,
806,1806,46243.0,2023-01-01,
807,1807,42295.0,2023-01-01,
808,1808,10867.0,2023-01-01,
809,1809,49425.0,2023-01-01,
810,1810,56918.0,2023-01-01,
811,1811,69365.0,2023-01-01,
812,1812,71510.0,2023-01-01,
813,1813,63238.0,2023-01-01,
814,1814,27065.0,2023-01-01,
815,1815,29839.0,2023-01-01,
816,1816,46460.0,2023-01-01,
817,1817,1784.0,2023-01-01,
818,1818,20958.0,2023-01-01,
819,1819,36417.0,2023-01-01,
820,1820,25574.0,2023-01-01,
821,1821,52232.0,2023-01-01,
822,1822,47911.0,2023-01-01,
823,1823,32913.0,2023-01-01,
824,1824,60383.0,2023-01-01,
825,1825,44525.0,2023-01-01,
826,1826,40624.0,2023-01-01,
827,1827,8531.0,2023-01-01,
828,1828,5056.0,2023-01-01,
829,1829,406.0,2023-01-01,
830,1830,7895.0,2023-01-01,
831,1831,20662.0,2023-01-01,
832,1832,37156.0,2023-01-01,
833,1833,36845.0,2023-01-01,
834,1834,46187.0,2023-01-01,
835,1835,72918.0,2023-01-01,
836,1836,18955.0,2023-01-01,
837,1837,6744.0,2023-01-01,
838,1838,2108.0,2023-01-01,
839,1839,56090.0,2023-01-01,
840,1840,12534.0,2023-01-01,
841,1841,17311.0,2023-01-01,
842,1842,14768.0,2023-01-01,
843,1843,7082.0,2023-01-01,
844,1844,30541.0,2023-01-01,
845,1845,40931.0,2023-01-01,
846,1846,49737.0,2023-01-01,
847,1847,53337.0,2023-01-01,
848,1848,21760.0,2023-01-01,
849,1849,49597.0,2023-01-01,
850,1850,27572.0,2023-01-01,
851,1851,43759.0,2023-01-01,
852,1852,73425.0,2023-01-01,
853,1853,72394.0,2023-01-01,
854,1854,14852.0,2023-01-01,
855,1855,18779.0,2023-01-01,
856,1856,69801.0,2023-01-01,
857,1857,43708.0,2023-01-01,
858,1858,67783.0,2023-01-01,
859,1859,40204.0,2023-01-01,
860,1860,33644.0,2023-01-01,
861,1861,9020.0,2023-01-01,
862,1862,48559.0,2023-01-01,
863,1863,15003.0,2023-01-01,2024-06-16
864,1864,10720.0,2023-01-01,
865,1865,5465.0,2023-01-01,
866,1866,50413.0,2023-01-01,
867,1867,52679.0,2023-01-01,
868,1868,42723.0,2023-01-01,
869,1869,65304.0,2023-01-01,
870,1870,31341.0,2023-01-01,2023-01-27
871,1871,36293.0,2023-01-01,2023-09-28
872,1872,286.0,2023-01-01,
873,1873,54356.0,2023-01-01,
874,1874,11424.0,2023-01-01,
875,1875,73901.0,2023-01-01,
876,1876,49074.0,2023-01-01,
877,1877,9137.0,2023-01-01,
878,1878,30014.0,2023-01-01,
879,1879,33235.0,2023-01-01,
880,1880,15208.0,2023-01-01,
881,1881,22639.0,2023-01-01,
882,1882,70120.0,2023-01-01,
883,1883,31300.0,2023-01-01,
884,1884,56910.0,2023-01-01,
885,1885,2894.0,2023-01-01,
886,1886,11961.0,2023-01-01,
887,1887,11803.0,2023-01-01,2024-12-19
888,1888,28244.0,2023-01-01,
889,1889,163.0,2023-01-01,
890,1890,44252.0,2023-01-01,
891,1891,17602.0,2023-01-01,
892,1892,32248.0,2023-01-01,
893,1893,44641.0,2023-01-01,
894,1894,12132.0,2023-01-01,
895,1895,71803.0,2023-01-01,
896,1896,24679.0,2023-01-01,
897,1897,43567.0,2023-01-01,
898,1898,69319.0,2023-01-01,
899,1899,18889.0,2023-01-01,
900,1900,56203.0,2023-01-01,
901,1901,55383.0,2023-01-01,
902,1902,44954.0,2023-01-01,
903,1903,14426.0,2023-01-01,
904,1904,59599.0,2023-01-01,
905,1905,744.0,2023-01-01,
906,1906,16841.0,2023-01-01,
907,1907,26403.0,2023-01-01,
908,1908,23090.0,2023-01-01,
909,1909,12839.0,2023-01-01,
910,1910,19325.0,2023-01-01,
911,1911,12998.0,2023-01-01,
912,1912,29848.0,2023-01-01,
913,1913,37797.0,2023-01-01,
914,1914,74947.0,2023-01-01,
915,1915,20390.0,2023-01-01,
916,1916,17501.0,2023-01-01,
917,1917,59461.0,2023-01-01,
918,1918,73623.0,2023-01-01,
919,1919,41663.0,2023-01-01,
920,1920,22106.0,2023-01-01,
921,1921,28378.0,2023-01-01,
922,1922,52238.0,2023-01-01,
923,1923,32615.0,2023-01-01,
924,1924,24047.0,2023-01-01,
925,1925,44779.0,2023-01-01,
926,1926,33139.0,2023-01-01,
927,1927,1399.0,2023-01-01,
928,1928,40182.0,2023-01-01,
929,1929,15322.0,2023-01-01,
930,1930,72728.0,2023-01-01,
931,1931,59697.0,2023-01-01,
932,1932,24466.0,2023-01-01,
933,1933,58985.0,2023-01-01,
934,1934,17683.0,2023-01-01,
935,1935,68165.0,2023-01-01,
936,1936,64790.0,2023-01-01,2024-01-26
937,1937,5011.0,2023-01-01,
938,1938,14466.0,2023-01-01,
939,1939,43911.0,2023-01-01,
940,1940,32209.0,2023-01-01,
941,1941,56889.0,2023-01-01,
942,1942,48981.0,2023-01-01,
943,1943,47526.0,2023-01-01,
944,1944,46816.0,2023-01-01,
945,1945,47544.0,2023-01-01,
946,1946,4688.0,2023-01-01,
947,1947,23357.0,2023-01-01,
948,1948,17884.0,2023-01-01,
949,1949,30508.0,2023-01-01,
950,1950,30748.0,2023-01-01,
951,1951,26650.0,2023-01-01,
952,1952,30617.0,2023-01-01,
953,1953,25293.0,2023-01-01,
954,1954,54824.0,2023-01-01,
955,1955,63336.0,2023-01-01,
956,1956,14270.0,2023-01-01,
957,1957,30775.0,2023-01-01,
958,1958,48181.0,2023-01-01,
959,1959,62173.0,2023-01-01,
960,1960,5849.0,2023-01-01,
961,1961,65702.0,2023-01-01,2023-05-06
962,1962,48857.0,2023-01-01,
963,1963,65305.0,2023-01-01,
964,1964,29117.0,2023-01-01,
965,1965,43507.0,2023-01-01,2024-08-27
966,1966,24985.0,2023-01-01,
967,1967,59626.0,2023-01-01,
968,1968,33141.0,2023-01-01,
969,1969,22407.0,2023-01-01,
970,1970,32500.0,2023-01-01,
971,1971,69710.0,2023-01-01,
972,1972,42449.0,2023-01-01,
973,1973,7844.0,2023-01-01,
974,1974,4255.0,2023-01-01,
975,1975,32760.0,2023-01-01,
976,1976,29379.0,2023-01-01,
977,1977,47666.0,2023-01-01,
978,1978,26406.0,2023-01-01,
979,1979,67420.0,2023-01-01,
980,1980,16763.0,2023-01-01,
981,1981,29146.0,2023-01-01,
982,1982,17015.0,2023-01-01,
983,1983,65796.0,2023-01-01,
984,1984,48744.0,2023-01-01,
985,1985,39044.0,2023-01-01,
986,1986,8498.0,2023-01-01,
987,1987,56019.0,2023-01-01,
988,1988,70585.0,2023-01-01,
989,1989,28064.0,2023-01-01,
990,1990,48491.0,2023-01-01,
991,1991,229.0,2023-01-01,
992,1992,59190.0,2023-01-01,
993,1993,4027.0,2023-01-01,
994,1994,35194.0,2023-01-01,
995,1995,25398.0,2023-01-01,
996,1996,65933.0,2023-01-01,
997,1997,48645.0,2023-01-01,
998,1998,33783.0,2023-01-01,
999,1999,62669.0,2023-01-01,
1000,2000,69588.0,2023-01-01,
1001,2001,74157.0,2023-01-01,
1002,2002,52206.0,2023-01-01,
1003,2003,61362.0,2023-01-01,
1004,2004,55659.0,2023-01-01,
1005,2005,38896.0,2023-01-01,
1006,2006,26690.0,2023-01-01,
1007,2007,43632.0,2023-01-01,
1008,2008,63326.0,2023-01-01,
1009,2009,6726.0,2023-01-01,
1010,2010,298.0,2023-01-01,
1011,2011,47174.0,2023-01-01,
1012,2012,14466.0,2023-01-01,
1013,2013,18761.0,2023-01-01,
1014,2014,3718.0,2023-01-01,
1015,2015,49225.0,2023-01-01,
1016,2016,67328.0,2023-01-01,
1017,2017,19398.0,2023-01-01,
1018,2018,18496.0,2023-01-01,
1019,2019,24958.0,2023-01-01,
1020,2020,49562.0,2023-01-01,
1021,2021,18716.0,2023-01-01,
1022,2022,7389.0,2023-01-01,
1023,2023,10782.0,2023-01-01,
1024,2024,19587.0,2023-01-01,
1025,2025,16370.0,2023-01-01,
1026,2026,59229.0,2023-01-01,
1027,2027,20647.0,2023-01-01,
1028,2028,63318.0,2023-01-01,
1029,2029,15408.0,2023-01-01,
1030,2030,38321.0,2023-01-01,
1031,2031,32598.0,2023-01-01,
1032,2032,68733.0,2023-01-01,
1033,2033,51658.0,2023-01-01,
1034,2034,63216.0,2023-01-01,
1035,2035,47088.0,2023-01-01,
1036,2036,47782.0,2023-01-01,
1037,2037,57606.0,2023-01-01,
1038,2038,49031.0,2023-01-01,
1039,2039,74386.0,2023-01-01,
1040,2040,13085.0,2023-01-01,
1041,2041,10323.0,2023-01-01,
1042,2042,7299.0,2023-01-01,
1043,2043,37548.0,2023-01-01,
1044,2044,57474.0,2023-01-01,
1045,2045,18730.0,2023-01-01,
1046,2046,58190.0,2023-01-01,
1047,2047,67297.0,2023-01-01,
1048,2048,54497.0,2023-01-01,
1049,2049,74844.0,2023-01-01,
1050,2050,25152.0,2023-01-01,
1051,2051,39230.0,2023-01-01,
1052,2052,73268.0,2023-01-01,
1053,2053,65974.0,2023-01-01,
1054,2054,71334.0,2023-01-01,
1055,2055,54689.0,2023-01-01,
1056,2056,9332.0,2023-01-01,
1057,2057,67730.0,2023-01-01,
1058,2058,33473.0,2023-01-01,
1059,2059,53135.0,2023-01-01,
1060,2060,17083.0,2023-01-01,
1061,2061,16773.0,2023-01-01,
1062,2062,57078.0,2023-01-01,
1063,2063,20503.0,2023-01-01,
1064,2064,57875.0,2023-01-01,
1065,2065,68097.0,2023-01-01,
1066,2066,3171.0,2023-01-01,
1067,2067,38313.0,2023-01-01,
1068,2068,40353.0,2023-01-01,
1069,2069,46270.0,2023-01-01,
1070,2070,21680.0,2023-01-01,
1071,2071,1956.0,2023-01-01,
1072,2072,29339.0,2023-01-01,2023-03-21
1073,2073,14367.0,2023-01-01,
1074,2074,30133.0,2023-01-01,
1075,2075,25027.0,2023-01-01,
1076,2076,45423.0,2023-01-01,
1077,2077,7620.0,2023-01-01,
1078,2078,69533.0,2023-01-01,
1079,2079,14606.0,2023-01-01,
1080,2080,61505.0,2023-01-01,
1081,2081,45353.0,2023-01-01,
1082,2082,23510.0,2023-01-01,
1083,2083,74571.0,2023-01-01,
1084,2084,58048.0,2023-01-01,
1085,2085,69781.0,2023-01-01,
1086,2086,47456.0,2023-01-01,
1087,2087,36684.0,2023-01-01,
1088,2088,45043.0,2023-01-01,
1089,2089,60381.0,2023-01-01,
1090,2090,28053.0,2023-01-01,
1091,2091,71851.0,2023-01-01,
1092,2092,31190.0,2023-01-01,
1093,2093,22287.0,2023-01-01,
1094,2094,74513.0,2023-01-01,
1095,2095,33288.0,2023-01-01,
1096,2096,31341.0,2023-01-01,
1097,2097,34914.0,2023-01-01,
1098,2098,46937.0,2023-01-01,
1099,2099,54012.0,2023-01-01,
1100,2100,22047.0,2023-01-01,
1101,2101,70868.0,2023-01-01,
1102,2102,14190.0,2023-01-01,
1103,2103,42184.0,2023-01-01,
1104,2104,53434.0,2023-01-01,
1105,2105,57358.0,2023-01-01,
1106,2106,51123.0,2023-01-01,
1107,2107,39224.0,2023-01-01,
1108,2108,8830.0,2023-01-01,
1109,2109,6314.0,2023-01-01,
1110,2110,17797.0,2023-01-01,
1111,2111,20224.0,2023-01-01,
1112,2112,13327.0,2023-01-01,
1113,2113,69376.0,2023-01-01,
1114,2114,15262.0,2023-01-01,
1115,2115,34445.0,2023-01-01,
1116,2116,45399.0,2023-01-01,
1117,2117,37298.0,2023-01-01,
1118,2118,47787.0,2023-01-01,
1119,2119,36099.0,2023-01-01,
1120,2120,26967.0,2023-01-01,
1121,2121,60807.0,2023-01-01,
1122,2122,33626.0,2023-01-01,
1123,2123,74744.0,2023-01-01,
1124,2124,63106.0,2023-01-01,
1125,2125,9201.0,2023-01-01,
1126,2126,69831.0,2023-01-01,
1127,2127,37141.0,2023-01-01,
1128,2128,67727.0,2023-01-01,
1129,2129,58316.0,2023-01-01,
1130,2130,68916.0,2023-01-01,
1131,2131,54462.0,2023-01-01,
1132,2132,34013.0,2023-01-01,
1133,2133,62951.0,2023-01-01,
1134,2134,20475.0,2023-01-01,
1135,2135,62995.0,2023-01-01,
1136,2136,5966.0,2023-01-01,
1137,2137,5801.0,2023-01-01,
1138,2138,67436.0,2023-01-01,
1139,2139,69414.0,2023-01-01,
1140,2140,27385.0,2023-01-01,
1141,2141,58678.0,2023-01-01,
1142,2142,71575.0,2023-01-01,2024-01-24
1143,2143,60801.0,2023-01-01,
1144,2144,23536.0,2023-01-01,
1145,2145,59494.0,2023-01-01,
1146,2146,31779.0,2023-01-01,
1147,2147,73152.0,2023-01-01,
1148,2148,53610.0,2023-01-01,
1149,2149,64446.0,2023-01-01,
1150,2150,64931.0,2023-01-01,2023-10-04
1151,2151,19721.0,2023-01-01,
1152,2152,24040.0,2023-01-01,
1153,2153,71921.0,2023-01-01,
1154,2154,27605.0,2023-01-01,
1155,2155,10530.0,2023-01-01,
1156,2156,74845.0,2023-01-01,
1157,2157,19229.0,2023-01-01,
1158,2158,43320.0,2023-01-01,
1159,2159,31536.0,2023-01-01,
1160,2160,72371.0,2023-01-01,
1161,2161,59257.0,2023-01-01,
1162,2162,58122.0,2023-01-01,
1163,2163,71510.0,2023-01-01,
1164,2164,34838.0,2023-01-01,
1165,2165,68526.0,2023-01-01,
1166,2166,22134.0,2023-01-01,
1167,2167,12922.0,2023-01-01,
1168,2168,74183.0,2023-01-01,
1169,2169,55616.0,2023-01-01,
1170,2170,12077.0,2023-01-01,
1171,2171,41822.0,2023-01-01,
1172,2172,23619.0,2023-01-01,
1173,2173,28532.0,2023-01-01,
1174,2174,20935.0,2023-01-01,
1175,2175,48737.0,2023-01-01,
1176,2176,46718.0,2023-01-01,
1177,2177,59924.0,2023-01-01,
1178,2178,58068.0,2023-01-01,
1179,2179,66453.0,2023-01-01,
1180,2180,18844.0,2023-01-01,
1181,2181,73916.0,2023-01-01,
1182,2182,14873.0,2023-01-01,
1183,2183,47775.0,2023-01-01,
1184,2184,3844.0,2023-01-01,
1185,2185,35899.0,2023-01-01,
1186,2186,33433.0,2023-01-01,
1187,2187,9126.0,2023-01-01,
1188,2188,40652.0,2023-01-01,
1189,2189,51850.0,2023-01-01,
1190,2190,33360.0,2023-01-01,
1191,2191,14456.0,2023-01-01,
1192,2192,12826.0,2023-01-01,
1193,2193,68946.0,2023-01-01,
1194,2194,42401.0,2023-01-01,
1195,2195,73409.0,2023-01-01,
1196,2196,31719.0,2023-01-01,
1197,2197,46518.0,2023-01-01,
1198,2198,13083.0,2023-01-01,
1199,2199,7518.0,2023-01-01,
1200,2200,33993.0,2023-01-01,
1201,2201,42867.0,2023-01-01,
1202,2202,22751.0,2023-01-01,
1203,2203,67693.0,2023-01-01,
1204,2204,18263.0,2023-01-01,
1205,2205,9174.0,2023-01-01,
1206,2206,74002.0,2023-01-01,
1207,2207,47297.0,2023-01-01,2023-07-12
1208,2208,60017.0,2023-01-01,
1209,2209,4929.0,2023-01-01,
1210,2210,33092.0,2023-01-01,
1211,2211,4533.0,2023-01-01,
1212,2212,45707.0,2023-01-01,
1213,2213,5031.0,2023-01-01,
1214,2214,62916.0,2023-01-01,
1215,2215,27048.0,2023-01-01,
1216,2216,35153.0,2023-01-01,2023-06-26
1217,2217,1938.0,2023-01-01,
1218,2218,44741.0,2023-01-01,
1219,2219,13716.0,2023-01-01,
1220,2220,44384.0,2023-01-01,
1221,2221,38819.0,2023-01-01,
1222,2222,65229.0,2023-01-01,
1223,2223,53213.0,2023-01-01,
1224,2224,32243.0,2023-01-01,
1225,2225,40599.0,2023-01-01,
1226,2226,55340.0,2023-01-01,
1227,2227,54186.0,2023-01-01,
1228,2228,64749.0,2023-01-01,
1229,2229,14887.0,2023-01-01,
1230,2230,14360.0,2023-01-01,
1231,2231,55059.0,2023-01-01,
1232,2232,27873.0,2023-01-01,
1233,2233,13521.0,2023-01-01,
1234,2234,16587.0,2023-01-01,
1235,2235,38936.0,2023-01-01,
1236,2236,3021.0,2023-01-01,
1237,2237,25294.0,2023-01-01,
1238,2238,60318.0,2023-01-01,
1239,2239,12846.0,2023-01-01,
1240,2240,51625.0,2023-01-01,
1241,2241,59769.0,2023-01-01,
1242,2242,45837.0,2023-01-01,
1243,2243,58999.0,2023-01-01,
1244,2244,39209.0,2023-01-01,
1245,2245,27497.0,2023-01-01,
1246,2246,16511.0,2023-01-01,
1247,2247,20656.0,2023-01-01,
1248,2248,9289.0,2023-01-01,
1249,2249,47621.0,2023-01-01,
1250,2250,34073.0,2023-01-01,
1251,2251,14638.0,2023-01-01,
1252,2252,44019.0,2023-01-01,
1253,2253,47284.0,2023-01-01,
1254,2254,40223.0,2023-01-01,
1255,2255,3592.0,2023-01-01,
1256,2256,70177.0,2023-01-01,
1257,2257,29625.0,2023-01-01,
1258,2258,26732.0,2023-01-01,
1259,2259,43064.0,2023-01-01,
1260,2260,56347.0,2023-01-01,
1261,2261,8684.0,2023-01-01,2023-11-11
1262,2262,66385.0,2023-01-01,
1263,2263,66364.0,2023-01-01,
1264,2264,11785.0,2023-01-01,
1265,2265,39504.0,2023-01-01,
1266,2266,9855.0,2023-01-01,
1267,2267,63985.0,2023-01-01,
1268,2268,62416.0,2023-01-01,
1269,2269,39447.0,2023-01-01,
1270,2270,5456.0,2023-01-01,
1271,2271,33508.0,2023-01-01,
1272,2272,65788.0,2023-01-01,
1273,2273,14228.0,2023-01-01,
1274,2274,10177.0,2023-01-01,
1275,2275,6626.0,2023-01-01,
1276,2276,21029.0,2023-01-01,
1277,2277,10547.0,2023-01-01,
1278,2278,57941.0,2023-01-01,
1279,2279,41269.0,2023-01-01,
1280,2280,6672.0,2023-01-01,
1281,2281,71714.0,2023-01-01,
1282,2282,38963.0,2023-01-01,
1283,2283,51207.0,2023-01-01,
1284,2284,5986.0,2023-01-01,
1285,2285,6190.0,2023-01-01,
1286,2286,35914.0,2023-01-01,
1287,2287,57639.0,2023-01-01,
1288,2288,43408.0,2023-01-01,
1289,2289,66076.0,2023-01-01,
1290,2290,5073.0,2023-01-01,
1291,2291,44444.0,2023-01-01,
1292,2292,49781.0,2023-01-01,
1293,2293,11642.0,2023-01-01,
1294,2294,28991.0,2023-01-01,
1295,2295,26126.0,2023-01-01,
1296,2296,52426.0,2023-01-01,
1297,2297,52562.0,2023-01-01,
1298,2298,12606.0,2023-01-01,
1299,2299,71613.0,2023-01-01,
1300,2300,7589.0,2023-01-01,
1301,2301,58664.0,2023-01-01,
1302,2302,66617.0,2023-01-01,
1303,2303,66273.0,2023-01-01,
1304,2304,41027.0,2023-01-01,
1305,2305,4390.0,2023-01-01,
1306,2306,5793.0,2023-01-01,
1307,2307,35583.0,2023-01-01,
1308,2308,48668.0,2023-01-01,
1309,2309,44010.0,2023-01-01,
1310,2310,17733.0,2023-01-01,
1311,2311,20847.0,2023-01-01,
1312,2312,31720.0,2023-01-01,
1313,2313,37624.0,2023-01-01,
1314,2314,36208.0,2023-01-01,
1315,2315,448.0,2023-01-01,
1316,2316,34268.0,2023-01-01,
1317,2317,24000.0,2023-01-01,
1318,2318,679.0,2023-01-01,
1319,2319,16022.0,2023-01-01,
1320,2320,47032.0,2023-01-01,
1321,2321,44666.0,2023-01-01,
1322,2322,72113.0,2023-01-01,
1323,2323,9740.0,2023-01-01,
1324,2324,38336.0,2023-01-01,
1325,2325,14310.0,2023-01-01,
1326,2326,48666.0,2023-01-01,
1327,2327,21425.0,2023-01-01,
1328,2328,50293.0,2023-01-01,
1329,2329,16581.0,2023-01-01,
1330,2330,61554.0,2023-01-01,
1331,2331,63702.0,2023-01-01,
1332,2332,73465.0,2023-01-01,
1333,2333,93.0,2023-01-01,
1334,2334,2045.0,2023-01-01,
1335,2335,3810.0,2023-01-01,
1336,2336,17202.0,2023-01-01,
1337,2337,52897.0,2023-01-01,
1338,2338,60701.0,2023-01-01,
1339,2339,31174.0,2023-01-01,
1340,2340,43800.0,2023-01-01,
1341,2341,47769.0,2023-01-01,
1342,2342,70892.0,2023-01-01,
1343,2343,29619.0,2023-01-01,
1344,2344,54983.0,2023-01-01,
1345,2345,37810.0,2023-01-01,
1346,2346,7435.0,2023-01-01,
1347,2347,56211.0,2023-01-01,
1348,2348,54144.0,2023-01-01,
1349,2349,3819.0,2023-01-01,
1350,2350,2395.0,2023-01-01,
1351,2351,5602.0,2023-01-01,
1352,2352,15200.0,2023-01-01,
1353,2353,16738.0,2023-01-01,
1354,2354,12509.0,2023-01-01,
1355,2355,73845.0,2023-01-01,
1356,2356,25891.0,2023-01-01,
1357,2357,52284.0,2023-01-01,
1358,2358,53303.0,2023-01-01,
1359,2359,8457.0,2023-01-01,
1360,2360,61284.0,2023-01-01,
1361,2361,13158.0,2023-01-01,
1362,2362,67700.0,2023-01-01,
1363,2363,27784.0,2023-01-01,
1364,2364,60163.0,2023-01-01,
1365,2365,55384.0,2023-01-01,
1366,2366,34974.0,2023-01-01,
1367,2367,18178.0,2023-01-01,
1368,2368,700.0,2023-01-01,
1369,2369,42916.0,2023-01-01,
1370,2370,14124.0,2023-01-01,
1371,2371,25905.0,2023-01-01,
1372,2372,26977.0,2023-01-01,
1373,2373,7063.0,2023-01-01,
1374,2374,72531.0,2023-01-01,
1375,2375,45469.0,2023-01-01,
1376,2376,14435.0,2023-01-01,
1377,2377,64736.0,2023-01-01,
1378,2378,45225.0,2023-01-01,
1379,2379,53341.0,2023-01-01,
1380,2380,71664.0,2023-01-01,
1381,2381,30892.0,2023-01-01,
1382,2382,65105.0,2023-01-01,
1383,2383,13130.0,2023-01-01,
1384,2384,35886.0,2023-01-01,
1385,2385,13755.0,2023-01-01,
1386,2386,49333.0,2023-01-01,
1387,2387,68286.0,2023-01-01,
1388,2388,46257.0,2023-01-01,
1389,2389,7473.0,2023-01-01,
1390,2390,32784.0,2023-01-01,
1391,2391,31795.0,2023-01-01,
1392,2392,31267.0,2023-01-01,
1393,2393,74980.0,2023-01-01,
1394,2394,37522.0,2023-01-01,
1395,2395,3723.0,2023-01-01,
1396,2396,36590.0,2023-01-01,
1397,2397,17797.0,2023-01-01,
1398,2398,21475.0,2023-01-01,
1399,2399,57922.0,2023-01-01,
1400,2400,40921.0,2023-01-01,
1401,2401,16974.0,2023-01-01,
1402,2402,55560.0,2023-01-01,
1403,2403,59314.0,2023-01-01,
1404,2404,13290.0,2023-01-01,
1405,2405,47174.0,2023-01-01,
1406,2406,30229.0,2023-01-01,
1407,2407,18930.0,2023-01-01,
1408,2408,13055.0,2023-01-01,
1409,2409,7865.0,2023-01-01,
1410,2410,41833.0,2023-01-01,
1411,2411,4122.0,2023-01-01,
1412,2412,44533.0,2023-01-01,
1413,2413,64254.0,2023-01-01,
1414,2414,49902.0,2023-01-01,
1415,2415,66358.0,2023-01-01,
1416,2416,26711.0,2023-01-01,
1417,2417,30891.0,2023-01-01,
1418,2418,18425.0,2023-01-01,
1419,2419,6690.0,2023-01-01,
1420,2420,15590.0,2023-01-01,
1421,2421,40207.0,2023-01-01,
1422,2422,54492.0,2023-01-01,
1423,2423,32792.0,2023-01-01,
1424,2424,73615.0,2023-01-01,
1425,2425,20398.0,2023-01-01,
1426,2426,69165.0,2023-01-01,
1427,2427,44011.0,2023-01-01,
1428,2428,45822.0,2023-01-01,
1429,2429,3582.0,2023-01-01,
1430,2430,62457.0,2023-01-01,
1431,2431,23294.0,2023-01-01,
1432,2432,8448.0,2023-01-01,
1433,2433,60839.0,2023-01-01,
1434,2434,22514.0,2023-01-01,
1435,2435,26132.0,2023-01-01,
1436,2436,33994.0,2023-01-01,
1437,2437,31983.0,2023-01-01,
1438,2438,67450.0,2023-01-01,
1439,2439,2154.0,2023-01-01,
1440,2440,47617.0,2023-01-01,
1441,2441,34370.0,2023-01-01,
1442,2442,61033.0,2023-01-01,
1443,2443,13422.0,2023-01-01,
1444,2444,63263.0,2023-01-01,
1445,2445,475.0,2023-01-01,
1446,2446,17636.0,2023-01-01,
1447,2447,53910.0,2023-01-01,
1448,2448,1560.0,2023-01-01,
1449,2449,65611.0,2023-01-01,
1450,2450,63299.0,2023-01-01,
1451,2451,46585.0,2023-01-01,
1452,2452,9248.0,2023-01-01,
1453,2453,33064.0,2023-01-01,
1454,2454,9112.0,2023-01-01,
1455,2455,12022.0,2023-01-01,
1456,2456,69987.0,2023-01-01,
1457,2457,63243.0,2023-01-01,
1458,2458,4901.0,2023-01-01,
1459,2459,31448.0,2023-01-01,
1460,2460,11453.0,2023-01-01,
1461,2461,32345.0,2023-01-01,
1462,2462,4170.0,2023-01-01,
1463,2463,62794.0,2023-01-01,
1464,2464,11624.0,2023-01-01,
1465,2465,58629.0,2023-01-01,
1466,2466,43889.0,2023-01-01,
1467,2467,30113.0,2023-01-01,
1468,2468,30185.0,2023-01-01,
1469,2469,18428.0,2023-01-01,
1470,2470,39987.0,2023-01-01,
1471,2471,18798.0,2023-01-01,
1472,2472,73917.0,2023-01-01,
1473,2473,53976.0,2023-01-01,
1474,2474,72415.0,2023-01-01,
1475,2475,34548.0,2023-01-01,
1476,2476,61691.0,2023-01-01,
1477,2477,67907.0,2023-01-01,
1478,2478,55360.0,2023-01-01,
1479,2479,71191.0,2023-01-01,
1480,2480,61417.0,2023-01-01,2023-02-16
1481,2481,33902.0,2023-01-01,
1482,2482,70179.0,2023-01-01,
1483,2483,32237.0,2023-01-01,
1484,2484,49657.0,2023-01-01,
1485,2485,21163.0,2023-01-01,
1486,2486,53944.0,2023-01-01,
1487,2487,55359.0,2023-01-01,
1488,2488,40700.0,2023-01-01,
1489,2489,6260.0,2023-01-01,
1490,2490,38696.0,2023-01-01,
1491,2491,36980.0,2023-01-01,
1492,2492,52878.0,2023-01-01,
1493,2493,37241.0,2023-01-01,
1494,2494,41655.0,2023-01-01,
1495,2495,63066.0,2023-01-01,
1496,2496,47610.0,2023-01-01,
1497,2497,68588.0,2023-01-01,
1498,2498,17362.0,2023-01-01,
1499,2499,15083.0,2023-01-01,
1500,2500,74059.0,2023-01-01,
1501,2501,34075.0,2023-01-01,
1502,2502,66777.0,2023-01-01,
1503,2503,25510.0,2023-01-01,
1504,2504,21193.0,2023-01-01,
1505,2505,49029.0,2023-01-01,2024-05-31
1506,2506,20944.0,2023-01-01,
1507,2507,12911.0,2023-01-01,
1508,2508,67846.0,2023-01-01,
1509,2509,10324.0,2023-01-01,
1510,2510,19022.0,2023-01-01,
